Status,Assignment,Assignment Reason,Date Assigned,Application,POC,IT Manager,Shared Server,Priority,PCI,Score Range,MAX Sev,Asset Risk,Due Date,"Policy
Due Date",QID,Remediation Notes,GRC,GRC Expiration,Server Name,IP,Port,Title,Exploit Sources,OS,Asset Family,Asset Tags,Data Source,Instance,First Detected,Last Detected,Last Assignment Update,Reopened,Sev Low,Sev Medium,Sev High,Sev Critical,"SLAMonth
Low","SLAMonth
Medium","SLAMonth
High",SLAMonth Critical,"Met SLA
Low","Met SLA
Medium","Met SLA
High","Met SLA
Critical",Vuln ID,TotalCVEs,Results,Application SVP,Overdue Total CVEs
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-13
Unknown",2026-02-13 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank",,,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-05-14 00:00:00,2026-05-13 00:00:00,330239,,,,tstpsf5g.caremarkrx.net,10.93.76.21,,IBM Advanced Interactive eXecutive (AIX) Perl Vulnerability (perl_advisory12),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-12 00:00:00,2026-08-01 00:00:00,2026-02-13 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225223936_330239,1,"Package Installed Version Required Version
perl.rte 5.38.2.3 5.38.2.4","Pal, Pushpendu",1
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-13
Unknown",2026-02-13 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank",,,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-05-14 00:00:00,2026-05-13 00:00:00,330239,,,,tstweb7.caremarkrx.net,10.93.66.30,,IBM Advanced Interactive eXecutive (AIX) Perl Vulnerability (perl_advisory12),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-12 00:00:00,2026-08-01 00:00:00,2026-02-13 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225250599_330239,1,"Package Installed Version Required Version
perl.rte 5.38.2.3 5.38.2.4","Pal, Pushpendu",1
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-13
Unknown",2026-02-13 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank","PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE, PRESCRIPTION BENEFIT WORKBENCH",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-05-14 00:00:00,2026-05-13 00:00:00,330239,,,,tstpsf9a.caremarkrx.net,10.94.52.14,,IBM Advanced Interactive eXecutive (AIX) Perl Vulnerability (perl_advisory12),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-12 00:00:00,2026-08-01 00:00:00,2026-02-13 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225221177_330239,1,"Package Installed Version Required Version
perl.rte 5.38.2.3 5.38.2.4","Pal, Pushpendu",1
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-13
Unknown",2026-02-13 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CAREMARK.COM - MEMBER PORTAL (Desktop and Mobile), IBM TIVOLI LDAP",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-05-14 00:00:00,2026-05-13 00:00:00,330239,,,,tsteds4b.caremarkrx.net,204.99.43.51,,IBM Advanced Interactive eXecutive (AIX) Perl Vulnerability (perl_advisory12),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-12 00:00:00,2026-08-01 00:00:00,2026-02-13 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225282633_330239,1,"Package Installed Version Required Version
perl.rte 5.38.2.3 5.38.2.4","Pal, Pushpendu",1
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-13
Unknown",2026-02-13 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CAREMARK.COM - MEMBER PORTAL (Desktop and Mobile), DB2 LUW Database Engine, IBM TIVOLI LDAP",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-05-14 00:00:00,2026-05-13 00:00:00,330239,,,,tsteds6a.caremarkrx.net,204.99.45.123,,IBM Advanced Interactive eXecutive (AIX) Perl Vulnerability (perl_advisory12),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-12 00:00:00,2026-08-01 00:00:00,2026-02-13 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225287654_330239,1,"Package Installed Version Required Version
perl.rte 5.38.2.3 5.38.2.4","Pal, Pushpendu",1
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-13
Unknown",2026-02-13 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CAREMARK.COM - MEMBER PORTAL (Desktop and Mobile), IBM TIVOLI LDAP",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-05-14 00:00:00,2026-05-13 00:00:00,330239,,,,tsteds5b.caremarkrx.net,204.99.44.191,,IBM Advanced Interactive eXecutive (AIX) Perl Vulnerability (perl_advisory12),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-12 00:00:00,2026-08-01 00:00:00,2026-02-13 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225246957_330239,1,"Package Installed Version Required Version
perl.rte 5.38.2.3 5.38.2.4","Pal, Pushpendu",1
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-13
Unknown",2026-02-13 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK MESSAGING PLATFORM (CMP) - INTERNAL, CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CAREMARK.COM - MEMBER PORTAL (Desktop and Mobile), DB2 LUW Database Engine, DIGITAL SPECIALTY WEB (Desktop), DISPENSING - TRISTAR, ENTERPRISE SERVICES LAYER (ESL), EZ TEST WEB, HERCULES REPOSITORY (HCE), MAIL ORDER (LINKS), ODM (OPERATIONS DATA MART), PBM IVR, PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE, PRESCRIPTION BENEFIT WORKBENCH, Specialty IVR, WEBSPHERE - MQ",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-05-14 00:00:00,2026-05-13 00:00:00,330239,,,,tstdbs3a.internal.pcshs.com,204.99.42.41,,IBM Advanced Interactive eXecutive (AIX) Perl Vulnerability (perl_advisory12),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-12 00:00:00,2026-08-01 00:00:00,2026-02-13 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225250745_330239,1,"Package Installed Version Required Version
perl.rte 5.38.2.3 5.38.2.4","Pal, Pushpendu",1
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-13
Unknown",2026-02-13 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank","DB2 LUW Database Engine, ENTERPRISE SERVICES LAYER (ESL), MAIL ORDER (LINKS), PeopleSafe, PRESCRIPTION BENEFIT WORKBENCH",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-05-14 00:00:00,2026-05-13 00:00:00,330239,,,,trndbs1a.caremarkrx.net,204.99.40.164,,IBM Advanced Interactive eXecutive (AIX) Perl Vulnerability (perl_advisory12),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-12 00:00:00,2026-08-01 00:00:00,2026-02-13 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225250226_330239,1,"Package Installed Version Required Version
perl.rte 5.38.2.3 5.38.2.4","Pal, Pushpendu",1
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-13
Unknown",2026-02-13 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), DISPENSING - TRISTAR, MAIL ORDER (LINKS)",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-05-14 00:00:00,2026-05-13 00:00:00,330239,,,,tstdbs9b.caremarkrx.net,10.94.52.120,,IBM Advanced Interactive eXecutive (AIX) Perl Vulnerability (perl_advisory12),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-12 00:00:00,2026-08-01 00:00:00,2026-02-13 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225225695_330239,1,"Package Installed Version Required Version
perl.rte 5.38.2.3 5.38.2.4","Pal, Pushpendu",1
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-13
Unknown",2026-02-13 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA)",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-05-14 00:00:00,2026-05-13 00:00:00,330239,,,,paz1cpwas2a1b.caremarkrx.net,10.93.77.21,,IBM Advanced Interactive eXecutive (AIX) Perl Vulnerability (perl_advisory12),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-12 00:00:00,2026-08-01 00:00:00,2026-02-13 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225239667_330239,1,"Package Installed Version Required Version
perl.rte 5.38.2.3 5.38.2.4","Pal, Pushpendu",1
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-13
Unknown",2026-02-13 00:00:00,PeopleSafe,"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Schmalz, Frank","INFORMATICA (PBM), PeopleSafe, PRESCRIPTION BENEFIT WORKBENCH",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-05-14 00:00:00,2026-05-13 00:00:00,330239,,,,prddbs3a.caremarkrx.net,204.99.33.138,,IBM Advanced Interactive eXecutive (AIX) Perl Vulnerability (perl_advisory12),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-12 00:00:00,2026-08-01 00:00:00,2026-02-13 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225250225_330239,1,"Package Installed Version Required Version
perl.rte 5.38.2.3 5.38.2.4","Pal, Pushpendu",1
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-13
Unknown",2026-02-13 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CAREMARK.COM - MEMBER PORTAL (Desktop and Mobile), DB2 LUW Database Engine, IBM TIVOLI LDAP",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-05-14 00:00:00,2026-05-13 00:00:00,330239,,,,tsteds6b.caremarkrx.net,204.99.45.124,,IBM Advanced Interactive eXecutive (AIX) Perl Vulnerability (perl_advisory12),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-12 00:00:00,2026-08-01 00:00:00,2026-02-13 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225252606_330239,1,"Package Installed Version Required Version
perl.rte 5.38.2.3 5.38.2.4","Pal, Pushpendu",1
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-13
Unknown",2026-02-13 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CAREMARK.COM - MEMBER PORTAL (Desktop and Mobile), IBM TIVOLI LDAP",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-05-14 00:00:00,2026-05-13 00:00:00,330239,,,,tsteds4a.caremarkrx.net,204.99.43.50,,IBM Advanced Interactive eXecutive (AIX) Perl Vulnerability (perl_advisory12),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-12 00:00:00,2026-08-01 00:00:00,2026-02-13 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225278639_330239,1,"Package Installed Version Required Version
perl.rte 5.38.2.3 5.38.2.4","Pal, Pushpendu",1
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-13
Unknown",2026-02-13 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAMPAIGN MANAGEMENT TOOL (CMT PBM), CAREMARK MESSAGING PLATFORM (CMP) - INTERNAL, CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CLINICAL AUTHORIZATION SYSTEM (CAS), DIGITAL SPECIALTY WEB (Desktop), ENTERPRISE UMS WEB ADMIN TOOL, GDX CASH RECON, GDX INVOICING, MAIL ORDER (LINKS), PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE, PRESCRIPTION BENEFIT WORKBENCH, REBATE CLIENT REGISTRATION, REBATES RCI MANAGER, RXARCHITECT, RXENROLL",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-05-14 00:00:00,2026-05-13 00:00:00,330239,,,,tstihs2c.caremarkrx.net,10.93.70.20,,IBM Advanced Interactive eXecutive (AIX) Perl Vulnerability (perl_advisory12),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-12 00:00:00,2026-08-01 00:00:00,2026-02-13 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225239709_330239,1,"Package Installed Version Required Version
perl.rte 5.38.2.3 5.38.2.4","Pal, Pushpendu",1
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-13
Unknown",2026-02-13 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAMPAIGN MANAGEMENT TOOL (CMT PBM), CAREMARK MESSAGING PLATFORM (CMP) - INTERNAL, CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CONSUMER DRIVEN HEALTH (CDH), DIGITAL SPECIALTY WEB (Desktop), ENTERPRISE UMS WEB ADMIN TOOL, GDX CASH RECON, GDX INVOICING, MAIL ORDER (LINKS), PeopleSafe, PEOPLESAFE ELIGIBILITY MAINTENANCE, PRESCRIPTION BENEFIT WORKBENCH, REBATE CLIENT REGISTRATION, REBATES RCI MANAGER, RXARCHITECT, RXENROLL",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-05-14 00:00:00,2026-05-13 00:00:00,330239,,,,tstihs1c.caremarkrx.net,10.93.68.219,,IBM Advanced Interactive eXecutive (AIX) Perl Vulnerability (perl_advisory12),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-12 00:00:00,2026-08-01 00:00:00,2026-02-13 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225223992_330239,1,"Package Installed Version Required Version
perl.rte 5.38.2.3 5.38.2.4","Pal, Pushpendu",1
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-13
Unknown",2026-02-13 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA)",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-05-14 00:00:00,2026-05-13 00:00:00,330239,,,,paz1cpwas3a1b.caremarkrx.net,10.93.79.52,,IBM Advanced Interactive eXecutive (AIX) Perl Vulnerability (perl_advisory12),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-12 00:00:00,2026-08-01 00:00:00,2026-02-13 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225242976_330239,1,"Package Installed Version Required Version
perl.rte 5.38.2.3 5.38.2.4","Pal, Pushpendu",1
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-13
Unknown",2026-02-13 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CAREMARK.COM - MEMBER PORTAL (Desktop and Mobile), IBM TIVOLI LDAP",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-05-14 00:00:00,2026-05-13 00:00:00,330239,,,,tsteds3.caremarkrx.net,204.99.42.86,,IBM Advanced Interactive eXecutive (AIX) Perl Vulnerability (perl_advisory12),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-12 00:00:00,2026-08-01 00:00:00,2026-02-13 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225247206_330239,1,"Package Installed Version Required Version
perl.rte 5.38.2.3 5.38.2.4","Pal, Pushpendu",1
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-13
Unknown",2026-02-13 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA), CAREMARK.COM - MEMBER PORTAL (Desktop and Mobile), IBM TIVOLI LDAP",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-05-14 00:00:00,2026-05-13 00:00:00,330239,,,,tsteds5a.caremarkrx.net,204.99.44.190,,IBM Advanced Interactive eXecutive (AIX) Perl Vulnerability (perl_advisory12),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-12 00:00:00,2026-08-01 00:00:00,2026-02-13 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225248432_330239,1,"Package Installed Version Required Version
perl.rte 5.38.2.3 5.38.2.4","Pal, Pushpendu",1
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-13
Unknown",2026-02-13 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA)",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-05-14 00:00:00,2026-05-13 00:00:00,330239,,,,paz1cpwacta1.caremarkrx.net,10.94.53.102,,IBM Advanced Interactive eXecutive (AIX) Perl Vulnerability (perl_advisory12),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-12 00:00:00,2026-08-01 00:00:00,2026-02-13 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225250744_330239,1,"Package Installed Version Required Version
perl.rte 5.38.2.3 5.38.2.4","Pal, Pushpendu",1
Overdue (60+ Days),ISTS-AIX,"4_Title Search:IBM Advanced Interactive eXecutive (AIX)% ApplicationMatch:_Rule:1582820_2026-02-13
Unknown",2026-02-13 00:00:00,CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS),"Wong, Jeffrey; Figueroa, John; Aleem, Haris; Lee, Earnest; Platia, Nicholas; Miller, Mechelle","Peiris, Naveen","CAREMARK.COM - CCA - CLIENT ONLINE SERVICES (CCA-COS), CAREMARK.COM - CCA - MDG (CCA-MDG), CAREMARK.COM - CCA - RXPIPELINE (CCA-RXP), CAREMARK.COM - CLIENT CARE ACCESS PORTAL (CCA)",,,Medium Risk (40-59),44,"EDR, T2, AppEx, AppEX_SNOW",2026-05-14 00:00:00,2026-05-13 00:00:00,330239,,,,paz1cpwad2a1.caremarkrx.net,10.93.71.249,,IBM Advanced Interactive eXecutive (AIX) Perl Vulnerability (perl_advisory12),,AIX 7.3 TL4,AIX,,"Qualys_CSAM, SNOW",CLD,2026-02-12 00:00:00,2026-08-01 00:00:00,2026-02-13 00:00:00,,0,1,0,0,,2026-05-01 00:00:00,,,0,0,0,0,225242104_330239,1,"Package Installed Version Required Version
perl.rte 5.38.2.3 5.38.2.4","Pal, Pushpendu",1
